         203723 function calls (199165 primitive calls) in 14.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       86    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       43    0.000    0.000    0.000    0.000 message.py:423(__contains__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       78    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 ttk.py:13(<module>)
        6    0.000    0.000    0.000    0.000 getlimits.py:37(__init__)
       43    0.000    0.000    0.000    0.000 request.py:1237(do_request_)
       43    0.000    0.000    0.000    0.000 JpegImagePlugin.py:232(DQT)
      556    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
       43    0.000    0.000    0.000    0.000 contextlib.py:297(__exit__)
       16    0.000    0.000    0.000    0.000 enum.py:177(<setcomp>)
     1872    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      903    0.000    0.000    0.000    0.000 _binary.py:70(i16be)
      320    0.000    0.000    0.000    0.000 enum.py:376(__setattr__)
       97    0.000    0.000    0.000    0.000 __init__.py:584(destroy)
       65    0.000    0.000    0.000    0.000 enum.py:836(__and__)
       10    0.000    0.000    0.000    0.000 request.py:445(add_handler)
      846    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       43    0.000    0.000    0.000    0.000 Image.py:419(_getdecoder)
      215    0.000    0.000    0.000    0.000 JpegImagePlugin.py:50(Skip)
       26    0.000    0.000    0.000    0.000 core.py:6618(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
      276    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
        1    0.000    0.000    0.000    0.000 request.py:797(__init__)
     1283    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2662(getproxies)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:34(<module>)
       43    0.000    0.000    0.000    0.000 client.py:379(_check_close)
       43    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
      792    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
      258    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
      301    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
      850    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       43    0.000    0.000    0.000    0.000 parse.py:990(splithost)
        1    0.000    0.000    0.000    0.000 request.py:2456(getproxies_environment)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      955    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
      645    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       43    0.000    0.000    0.000    0.000 Image.py:555(_new)
      102    0.000    0.000    0.000    0.000 re.py:170(match)
        1    0.000    0.000    0.000    0.000 __init__.py:2067(readprofile)
      946    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
      844    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     1134    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      792    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
       43    0.000    0.000    0.000    0.000 client.py:413(close)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
      631    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
       43    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       43    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
       43    0.000    0.000    0.000    0.000 socket.py:563(__init__)
      172    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       50    0.000    0.000    0.000    0.000 ntpath.py:75(join)
       43    0.000    0.000    0.000    0.000 BmpImagePlugin.py:49(_dib_accept)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      116    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
      150    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       43    0.000    0.000    0.000    0.000 message.py:424(<listcomp>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
     2230    0.000    0.000    0.000    0.000 ssl.py:908(_checkClosed)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
       43    0.000    0.000    0.000    0.000 client.py:944(close)
      150    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       43    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:12(temporary_chdir)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      129    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
      530    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       52    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        2    0.000    0.000    0.000    0.000 app.py:96(clearList)
      725    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
      454    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:2789(delete)
      325    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       86    0.000    0.000    0.000    0.000 Image.py:530(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
       86    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x000002977E5B0A68}
      114    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
      172    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
      125    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:359(_populate)
       43    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
      224    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      550    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      673    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      129    0.000    0.000    0.000    0.000 Image.py:810(load)
       40    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
     1662    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
      509    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
       86    0.000    0.000    0.000    0.000 message.py:120(__init__)
       65    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
     1662    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      224    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      344    0.000    0.000    0.000    0.000 ImageFile.py:546(_safe_read)
       43    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
       43    0.000    0.000    0.000    0.000 request.py:1302(<dictcomp>)
    83/59    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
        1    0.000    0.000    0.000    0.000 random.py:38(<module>)
      339    0.000    0.000    0.000    0.000 functools.py:67(wraps)
     1196    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       43    0.000    0.000    0.000    0.000 parse.py:968(unwrap)
       36    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      927    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
     1084    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       86    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       43    0.000    0.000    0.000    0.000 socket.py:438(type)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        4    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
      946    0.000    0.000    0.000    0.000 _binary.py:21(i8)
        7    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:2770(__init__)
      113    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
       98    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       43    0.000    0.000    0.000    0.000 _binary.py:50(i32le)
       50    0.000    0.000    0.000    0.000 _internal.py:819(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
      233    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
       43    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       16    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       86    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      106    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      506    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       43    0.000    0.000    0.000    0.000 request.py:388(get_method)
       86    0.000    0.000    0.000    0.000 request.py:411(add_unredirected_header)
       94    0.000    0.000    0.000    0.000 __init__.py:2099(__getattr__)
       58    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
       78    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       43    0.000    0.000    0.000    0.000 {method 'new_block' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:140(EventType)
       86    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
       43    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
       43    0.000    0.000    0.000    0.000 client.py:881(_get_hostport)
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
       43    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
      365    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      258    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
      273    0.000    0.000    0.000    0.000 function_base.py:434(_add_docstring)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       43    0.000    0.000    0.000    0.000 JpegImagePlugin.py:471(_getmp)
        1    0.000    0.000    0.000    0.000 core.py:6316(__new__)
      682    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      103    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
       86    0.000    0.000    0.000    0.000 _util.py:10(isPath)
       44    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
      209    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        5    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       86    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       83    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
      639    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      215    0.000    0.000    0.000    0.000 client.py:996(_output)
       16    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
      251    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
      608    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       43    0.000    0.000    0.000    0.000 request.py:634(http_response)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
       81    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
      251    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        3    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       86    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
      130    0.000    0.000    0.000    0.000 os.py:743(encodekey)
       50    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        9    0.000    0.000    0.000    0.000 ntpath.py:178(split)
       43    0.000    0.000    0.000    0.000 socket.py:422(detach)
       52    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
      697    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       43    0.000    0.000    0.000    0.000 JpegImagePlugin.py:488(_getmp)
       43    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        6    0.000    0.000    0.000    0.000 numeric.py:2400(extend_all)
      317    0.000    0.000    0.000    0.000 overrides.py:112(array_function_dispatch)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
      129    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      288    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       96    0.000    0.000    0.000    0.000 __init__.py:2295(<listcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
      130    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
       43    0.000    0.000    0.000    0.000 request.py:393(get_full_url)
       12    0.000    0.000    0.000    0.000 abc.py:130(register)
        3    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
      129    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       43    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       65    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       43    0.000    0.000    0.000    0.000 parse.py:1052(splittag)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
      282    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:400(ImageFileDirectory_v2)
      172    0.000    0.000    0.000    0.000 client.py:1248(<genexpr>)
        5    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
       43    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2033(_loadtk)
    31/13    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       47    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:47(get_file_directory)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
       43    0.000    0.000    0.000    0.000 client.py:425(flush)
        8    0.000    0.000    0.000    0.000 core.py:8058(__init__)
       10    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
      172    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
    31/13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       43    0.000    0.000    0.000    0.000 client.py:805(_get_content_length)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      125    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       47    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       44    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        2    0.000    0.000    0.000    0.000 _widget.py:75(_append_theme_dir)
      175    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      130    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      176    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:3034(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        5    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        8    0.000    0.000    0.000    0.000 core.py:8063(getdoc)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
       18    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      129    0.000    0.000    0.000    0.000 request.py:415(has_header)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      688    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
      129    0.000    0.000    0.000    0.000 request.py:343(full_url)
      320    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:36(<module>)
      387    0.000    0.000    0.000    0.000 Image.py:551(size)
       65    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        1    0.000    0.000    0.000    0.000 core.py:2773(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
       65    0.000    0.000    0.000    0.000 types.py:164(__get__)
       50    0.000    0.000    0.000    0.000 __init__.py:1695(__init__)
       43    0.000    0.000    0.000    0.000 ImageTk.py:125(__str__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      172    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:2929(__array_finalize__)
        3    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
      212    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       86    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
      155    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 request.py:2617(getproxies_registry)
       86    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
      475    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       43    0.000    0.000    0.000    0.000 BmpImagePlugin.py:45(_accept)
       95    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       65    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       23    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       86    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       43    0.000    0.000    0.000    0.000 Image.py:2819(_decompression_bomb_check)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
      126    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       43    0.000    0.000    0.000    0.000 contextlib.py:293(__init__)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      129    0.000    0.000    0.000    0.000 request.py:362(data)
       40    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
      557    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
       43    0.000    0.000    0.000    0.000 parser.py:18(__init__)
       43    0.000    0.000    0.000    0.000 parse.py:619(unquote)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        5    0.000    0.000    0.000    0.000 ntpath.py:219(dirname)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1186(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2730(__init__)
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       43    0.000    0.000    0.000    0.000 TiffImagePlugin.py:257(_accept)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:20(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
      452    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       43    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:3069(set)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
       46    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1956(wm_protocol)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1225(_legacy_get_spec)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
      133    0.000    0.000    0.000    0.000 os.py:737(check_str)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
      248    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        9    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
